Song Title,Artist,Features,Values
pretty isn’t pretty,Olivia Rodrigo,liveness,0.0848
logical,Olivia Rodrigo,liveness,0.101
teenage dream,Olivia Rodrigo,liveness,0.109
Wondering - Ashlyn & Nini Piano Version,Olivia Rodrigo,liveness,0.12
Espresso,Sabrina Carpenter,liveness,0.197
Feather,Sabrina Carpenter,liveness,
Nonsense,Sabrina Carpenter,liveness,
because i liked a boy,Sabrina Carpenter,liveness,
Looking at Me,Sabrina Carpenter,liveness,0.0542
Read your Mind,Sabrina Carpenter,liveness,
Vicious,Sabrina Carpenter,liveness,
emails i can’t send,Sabrina Carpenter,liveness,
Thumbs,Sabrina Carpenter,liveness,0.0892
opposite,Sabrina Carpenter,liveness,0.118
Already Over,Sabrina Carpenter,liveness,
Sue Me,Sabrina Carpenter,liveness,0.138
Fast Times,Sabrina Carpenter,liveness,
things i wish you said,Sabrina Carpenter,liveness,0.11
Tornado Warnings,Sabrina Carpenter,liveness,
Skin,Sabrina Carpenter,liveness,0.0567
I Knew You Were Trouble - Spotify Singles,Sabrina Carpenter,liveness,0.149
Read your Mind,Sabrina Carpenter,liveness,0.0746
bet u wanna,Sabrina Carpenter,liveness,
Lonesome,Sabrina Carpenter,liveness,0.107
Nonsense,Sabrina Carpenter,liveness,
emails i can’t send,Sabrina Carpenter,liveness,0.622
Vicious,Sabrina Carpenter,liveness,
because i liked a boy,Sabrina Carpenter,liveness,
Already Over,Sabrina Carpenter,liveness,0.117
Can't Blame a Girl for Trying,Sabrina Carpenter,liveness,0.13
Tornado Warnings,Sabrina Carpenter,liveness,0.0956
Fast Times,Sabrina Carpenter,liveness,
bet u wanna,Sabrina Carpenter,liveness,0.231
Why,Sabrina Carpenter,liveness,0.0671
how many things,Sabrina Carpenter,liveness,
Bad for Business,Sabrina Carpenter,liveness,
Feather,Sabrina Carpenter,liveness,
skinny dipping,Sabrina Carpenter,liveness,
Bad for Business,Sabrina Carpenter,liveness,0.167
decode,Sabrina Carpenter,liveness,
Feather - Sped Up,Sabrina Carpenter,liveness,
decode,Sabrina Carpenter,liveness,0.0777
skinny dipping,Sabrina Carpenter,liveness,
Exhale,Sabrina Carpenter,liveness,0.123
Paris,Sabrina Carpenter,liveness,0.114
cindy lou who,Sabrina Carpenter,liveness,0.0942
Nonsense - Sped Up Version,Sabrina Carpenter,liveness,0.689
how many things,Sabrina Carpenter,liveness,0.367
Eyes Wide Open,Sabrina Carpenter,liveness,0.113
Honeymoon Fades,Sabrina Carpenter,liveness,0.115
"Let Me Move You - From the Netflix film ""Work It""",Sabrina Carpenter,liveness,0.0814
Almost Love,Sabrina Carpenter,liveness,0.0919
On Purpose,Sabrina Carpenter,liveness,0.0905
Mona Lisa,Sabrina Carpenter,liveness,0.117
In My Bed,Sabrina Carpenter,liveness,0.0859
A Nonsense Christmas,Sabrina Carpenter,liveness,
I'm Fakin,Sabrina Carpenter,liveness,0.0826
"Wildside - From ""Adventures in Babysitting""",Sabrina Carpenter,liveness,0.0794
Vicious,Sabrina Carpenter,liveness,0.258
santa doesn’t know you like i do,Sabrina Carpenter,liveness,0.312
Pushing 20,Sabrina Carpenter,liveness,0.161
Alien,Sabrina Carpenter,liveness,0.0662
Smoke and Fire,Sabrina Carpenter,liveness,0.0728
We'll Be The Stars,Sabrina Carpenter,liveness,0.154
Diamonds Are Forever,Sabrina Carpenter,liveness,0.114
is it new years yet?,Sabrina Carpenter,liveness,0.0475
prfct,Sabrina Carpenter,liveness,0.336
I Can't Stop Me,Sabrina Carpenter,liveness,0.103
Nonsense,Sabrina Carpenter,liveness,
A Nonsense Christmas,Sabrina Carpenter,liveness,0.125
The Middle of Starting Over,Sabrina Carpenter,liveness,0.381
buy me presents,Sabrina Carpenter,liveness,0.266
Shadows,Sabrina Carpenter,liveness,0.0915
Run and Hide,Sabrina Carpenter,liveness,0.161
Bad Time,Sabrina Carpenter,liveness,0.566
Too Young,Sabrina Carpenter,liveness,0.248
Feather - Spotify Singles,Sabrina Carpenter,liveness,0.28
Nonsense (with Coi Leray) - Remix,Sabrina Carpenter,liveness,0.0838
Fast Times,Sabrina Carpenter,liveness,0.045
Tell Em,Sabrina Carpenter,liveness,0.131
A Dream is a Wish Your Heart Makes/So This is Love,Sabrina Carpenter,liveness,0.145
Feather,Sabrina Carpenter,liveness,0.105
Take Off All Your Cool,Sabrina Carpenter,liveness,0.138
because i liked a boy,Sabrina Carpenter,liveness,0.132
Take You Back,Sabrina Carpenter,liveness,0.143
Hold Tight,Sabrina Carpenter,liveness,0.25
Seamless,Sabrina Carpenter,liveness,0.0848
Your Love's Like,Sabrina Carpenter,liveness,0.112
white xmas,Sabrina Carpenter,liveness,0.109
skinny dipping,Sabrina Carpenter,liveness,0.141
Feels Like Loneliness,Sabrina Carpenter,liveness,0.173
Don't Want It Back,Sabrina Carpenter,liveness,0.22
Two Young Hearts,Sabrina Carpenter,liveness,0.134
All We Have Is Love,Sabrina Carpenter,liveness,0.0692
Rescue Me,Sabrina Carpenter,liveness,0.0918
Feather - Sped Up,Sabrina Carpenter,liveness,0.154
Best Thing I Got,Sabrina Carpenter,liveness,0.298
White Flag,Sabrina Carpenter,liveness,0.0784
Mirage,Sabrina Carpenter,liveness,0.0928
No Words,Sabrina Carpenter,liveness,0.298
Space,Sabrina Carpenter,liveness,0.206
Darling I'm a Mess,Sabrina Carpenter,liveness,0.124
Right Now,Sabrina Carpenter,liveness,0.156
Nonsense,Sabrina Carpenter,liveness,0.241
Fortnight (feat. Post Malone),Taylor Swift,liveness,
Down Bad,Taylor Swift,liveness,
Fortnight (feat. Post Malone),Taylor Swift,liveness,
I Can Do It With a Broken Heart,Taylor Swift,liveness,
"So Long, London",Taylor Swift,liveness,
But Daddy I Love Him,Taylor Swift,liveness,
Who’s Afraid of Little Old Me?,Taylor Swift,liveness,
The Tortured Poets Department,Taylor Swift,liveness,
My Boy Only Breaks His Favorite Toys,Taylor Swift,liveness,
Guilty as Sin?,Taylor Swift,liveness,
Florida!!! (feat. Florence + The Machine),Taylor Swift,liveness,
The Smallest Man Who Ever Lived,Taylor Swift,liveness,
The Black Dog,Taylor Swift,liveness,
imgonnagetyouback,Taylor Swift,liveness,
Fresh Out The Slammer,Taylor Swift,liveness,
The Alchemy,Taylor Swift,liveness,
So High School,Taylor Swift,liveness,
loml,Taylor Swift,liveness,
Cruel Summer,Taylor Swift,liveness,
thanK you aIMee,Taylor Swift,liveness,
I Can Fix Him (No Really I Can),Taylor Swift,liveness,
The Prophecy,Taylor Swift,liveness,
The Albatross,Taylor Swift,liveness,
Clara Bow,Taylor Swift,liveness,
How Did It End?,Taylor Swift,liveness,
I Hate It Here,Taylor Swift,liveness,
Chloe or Sam or Sophia or Marcus,Taylor Swift,liveness,
I Look in People's Windows,Taylor Swift,liveness,
Down Bad,Taylor Swift,liveness,
Peter,Taylor Swift,liveness,
Cassandra,Taylor Swift,liveness,
The Bolter,Taylor Swift,liveness,
I Can Do It With a Broken Heart,Taylor Swift,liveness,
The Manuscript,Taylor Swift,liveness,
Robin,Taylor Swift,liveness,
The Tortured Poets Department,Taylor Swift,liveness,
"So Long, London",Taylor Swift,liveness,
My Boy Only Breaks His Favorite Toys,Taylor Swift,liveness,
Florida!!! (feat. Florence + The Machine),Taylor Swift,liveness,
But Daddy I Love Him,Taylor Swift,liveness,
Who’s Afraid of Little Old Me?,Taylor Swift,liveness,
Guilty as Sin?,Taylor Swift,liveness,
loml,Taylor Swift,liveness,
The Alchemy,Taylor Swift,liveness,
Fresh Out The Slammer,Taylor Swift,liveness,
The Smallest Man Who Ever Lived,Taylor Swift,liveness,
I Can Fix Him (No Really I Can),Taylor Swift,liveness,
Clara Bow,Taylor Swift,liveness,
Fortnight (feat. Post Malone),Taylor Swift,liveness,
Down Bad,Taylor Swift,liveness,
cardigan,Taylor Swift,liveness,
Karma,Taylor Swift,liveness,
...Ready For It?,Taylor Swift,liveness,
The Man,Taylor Swift,liveness,
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,liveness,
You’re Losing Me (From The Vault),Taylor Swift,liveness,
Look What You Made Me Do,Taylor Swift,liveness,
Delicate,Taylor Swift,liveness,
Getaway Car,Taylor Swift,liveness,
You Need To Calm Down,Taylor Swift,liveness,
Our Song,Taylor Swift,liveness,
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,liveness,
Blank Space,Taylor Swift,liveness,
Enchanted (Taylor's Version),Taylor Swift,liveness,
Style (Taylor's Version),Taylor Swift,liveness,
Paper Rings,Taylor Swift,liveness,
Miss Americana & The Heartbreak Prince,Taylor Swift,liveness,
"You're On Your Own, Kid",Taylor Swift,liveness,
Lavender Haze,Taylor Swift,liveness,0.157
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,liveness,0.0603
Bejeweled,Taylor Swift,liveness,0.0887
You Belong With Me (Taylor’s Version),Taylor Swift,liveness,0.0885
Shake It Off,Taylor Swift,liveness,0.148
illicit affairs,Taylor Swift,liveness,0.106
my tears ricochet,Taylor Swift,liveness,0.0749
exile (feat. Bon Iver),Taylor Swift,liveness,0.11
champagne problems,Taylor Swift,liveness,0.113
Midnight Rain,Taylor Swift,liveness,0.115
I Did Something Bad,Taylor Swift,liveness,0.0696
The Archer,Taylor Swift,liveness,0.0663
Blank Space (Taylor's Version),Taylor Swift,liveness,0.174
Wildest Dreams (Taylor's Version),Taylor Swift,liveness,
willow,Taylor Swift,liveness,0.145
the 1,Taylor Swift,liveness,0.108
right where you left me - bonus track,Taylor Swift,liveness,0.117
Style,Taylor Swift,liveness,0.117
I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,liveness,0.0608
Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,liveness,0.149
Love Story (Taylor’s Version),Taylor Swift,liveness,
Love Story (Taylor’s Version),Taylor Swift,liveness,0.0845
All Of The Girls You Loved Before,Taylor Swift,liveness,0.126
invisible string,Taylor Swift,liveness,0.108
this is me trying,Taylor Swift,liveness,0.171
Gorgeous,Taylor Swift,liveness,0.213
Out Of The Woods (Taylor's Version),Taylor Swift,liveness,0.39
Fearless (Taylor’s Version),Taylor Swift,liveness,0.333
End Game,Taylor Swift,liveness,0.108
New Romantics (Taylor's Version),Taylor Swift,liveness,0.0759
Hits Different,Taylor Swift,liveness,0.296
Afterglow,Taylor Swift,liveness,0.114
Dress,Taylor Swift,liveness,0.169
Daylight,Taylor Swift,liveness,0.0772
Mine (Taylor's Version),Taylor Swift,liveness,0.171
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,liveness,0.118
tolerate it,Taylor Swift,liveness,0.0797
Call It What You Want,Taylor Swift,liveness,0.34
Back To December (Taylor's Version),Taylor Swift,liveness,0.117
Vigilante Shit,Taylor Swift,liveness,0.121
Picture To Burn,Taylor Swift,liveness,0.0962
I Knew You Were Trouble.,Taylor Swift,liveness,0.0335
Shake It Off (Taylor's Version),Taylor Swift,liveness,0.29
Maroon,Taylor Swift,liveness,0.101
False God,Taylor Swift,liveness,0.111
Wildest Dreams (Taylor's Version),Taylor Swift,liveness,0.126
Death By A Thousand Cuts,Taylor Swift,liveness,0.319
Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,liveness,0.108
22 (Taylor's Version),Taylor Swift,liveness,0.0753
Welcome To New York (Taylor's Version),Taylor Swift,liveness,0.367
Wildest Dreams,Taylor Swift,liveness,0.106
Cornelia Street,Taylor Swift,liveness,0.1
Long Live (Taylor's Version),Taylor Swift,liveness,0.189
Long Live (Taylor's Version),Taylor Swift,liveness,0.189
I Think He Knows,Taylor Swift,liveness,0.0715
I Think He Knows,Taylor Swift,liveness,0.0715
We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,liveness,0.0732
We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,liveness,0.0732
I Knew You Were Trouble (Taylor's Version),Taylor Swift,liveness,0.0576
I Knew You Were Trouble (Taylor's Version),Taylor Swift,liveness,0.0576
mirrorball,Taylor Swift,liveness,0.0594
mirrorball,Taylor Swift,liveness,0.0594
I Forgot That You Existed,Taylor Swift,liveness,0.0812
I Forgot That You Existed,Taylor Swift,liveness,0.0812
Red (Taylor's Version),Taylor Swift,liveness,0.0761
Red (Taylor's Version),Taylor Swift,liveness,0.0761
King Of My Heart,Taylor Swift,liveness,0.0391
King Of My Heart,Taylor Swift,liveness,0.0391
Dancing With Our Hands Tied,Taylor Swift,liveness,0.138
Dancing With Our Hands Tied,Taylor Swift,liveness,0.138
The Way I Loved You (Taylor’s Version),Taylor Swift,liveness,0.108
The Way I Loved You (Taylor’s Version),Taylor Swift,liveness,0.108
Clean (Taylor's Version),Taylor Swift,liveness,0.121
Clean (Taylor's Version),Taylor Swift,liveness,0.121
London Boy,Taylor Swift,liveness,0.133
London Boy,Taylor Swift,liveness,0.133
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,liveness,0.154
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,liveness,0.154
You Belong With Me,Taylor Swift,liveness,0.114
You Belong With Me,Taylor Swift,liveness,0.114
betty,Taylor Swift,liveness,0.0976
betty,Taylor Swift,liveness,0.0976
Sparks Fly (Taylor’s Version),Taylor Swift,liveness,0.131
Sparks Fly (Taylor’s Version),Taylor Swift,liveness,0.131
Better Than Revenge (Taylor's Version),Taylor Swift,liveness,0.191
Better Than Revenge (Taylor's Version),Taylor Swift,liveness,0.191
the last great american dynasty,Taylor Swift,liveness,0.109
the last great american dynasty,Taylor Swift,liveness,0.109
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,liveness,0.119
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,liveness,0.119
Love Story,Taylor Swift,liveness,0.0822
Love Story,Taylor Swift,liveness,0.0822
This Is Why We Can't Have Nice Things,Taylor Swift,liveness,0.382
This Is Why We Can't Have Nice Things,Taylor Swift,liveness,0.382
All You Had To Do Was Stay (Taylor's Version),Taylor Swift,liveness,0.0949
All You Had To Do Was Stay (Taylor's Version),Taylor Swift,liveness,0.0949
Mastermind,Taylor Swift,liveness,0.0837
Mastermind,Taylor Swift,liveness,0.0837
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Taylor Swift,liveness,0.183
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Taylor Swift,liveness,0.183
I Wish You Would (Taylor's Version),Taylor Swift,liveness,0.0676
I Wish You Would (Taylor's Version),Taylor Swift,liveness,0.0676
New Year’s Day,Taylor Swift,liveness,0.13
New Year’s Day,Taylor Swift,liveness,0.13
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,liveness,0.104
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,liveness,0.104
Mean (Taylor's Version),Taylor Swift,liveness,0.192
Mean (Taylor's Version),Taylor Swift,liveness,0.192
Tim McGraw,Taylor Swift,liveness,0.121
Tim McGraw,Taylor Swift,liveness,0.121
Enchanted,Taylor Swift,liveness,0.146
Enchanted,Taylor Swift,liveness,0.146
Pantropiko,Bini,speechiness,
"Salamin, Salamin",Bini,speechiness,0.0363
Karera,Bini,speechiness,
Lagi,Bini,speechiness,
Na Na Na,Bini,speechiness,0.0568
Huwag Muna Tayong Umuwi,Bini,speechiness,
Na Na Nandito Lang,Bini,speechiness,0.0409
I Feel Good,Bini,speechiness,
Ang Huling Cha Cha,Bini,speechiness,0.0632
Diyan Ka Lang,Bini,speechiness,0.0333
Golden Arrow,Bini,speechiness,0.239
Pantropiko,Bini,speechiness,0.0438
Born To Win,Bini,speechiness,
Strings,Bini,speechiness,0.084
Kinikilig,Bini,speechiness,0.0592
Pit a Pat,Bini,speechiness,0.0897
Karera,Bini,speechiness,0.0441
Da Coconut Nut,Bini,speechiness,0.094
No Fear,Bini,speechiness,0.0791
Kabataang Pinoy,Bini,speechiness,0.208
8,Bini,speechiness,0.066
Here With You,Bini,speechiness,
Love Yourself,Bini,speechiness,0.0726
Gandang Vitakeratin,Bini,speechiness,0.0858
Lagi - Acoustic,Bini,speechiness,0.238
Made for All,Bini,speechiness,0.0728
"Bata, Kaya Mo!",Bini,speechiness,0.0588
Super Crush,Bini,speechiness,0.112
Kapit Lang,Bini,speechiness,
Strings - Dance Version,Bini,speechiness,0.073
B HU U R,Bini,speechiness,0.0811
"Read All About It, Pt. III",Bini,speechiness,0.0685
Hunger - Live,Bini,speechiness,0.031
Come Up Here - Live,Bini,speechiness,0.0307
Lagi,Bini,speechiness,
I Feel Good,Bini,speechiness,0.0381
Here Comes the Glory - Live,Bini,speechiness,0.0365
I See Jesus - Live,Bini,speechiness,0.0293
Born To Win - Bahasa Version,Bini,speechiness,0.064
Born To Win - Japanese Version,Bini,speechiness,0.0644
Living Proof - Live,Bini,speechiness,
Born To Win - Spanish Version,Bini,speechiness,0.0619
Up!,Bini,speechiness,0.0391
Born To Win - Thai Version,Bini,speechiness,0.0759
Born To Win,Bini,speechiness,0.069
Kapit Lang,Bini,speechiness,0.0323
The Revelation of Jesus - Live,Bini,speechiness,0.0314
"Read All About It, Pt. III - Extended",Bini,speechiness,0.106
All Things - Live,Bini,speechiness,0.0376
Born to Win - Acapella,Bini,speechiness,0.395
Born to Win,Bini,speechiness,0.069
Doxology (Hallelujah) - Live,Bini,speechiness,0.0405
Peace Of Mind,Bini,speechiness,0.197
Kaze Wo Atsumete,Bini,speechiness,0.0375
I Was In The Spirit On The Lord's Day - Live,Bini,speechiness,0.0349
Born to Win - EDM Version,Bini,speechiness,0.0312
The Letters - Live,Bini,speechiness,0.0319
Patmos - Live,Bini,speechiness,0.0363
I Can't Stay Here - Live,Bini,speechiness,0.0389
Born To Win - String Quartet Version,Bini,speechiness,0.0326
Born To Win - Latin Version,Bini,speechiness,0.032
Born To Win - Instrumental,Bini,speechiness,0.0458
Huwag Muna Tayong Umuwi,Bini,speechiness,0.0282
The Mighty Chorus - Live,Bini,speechiness,0.036
My Soul Follows - Live,Bini,speechiness,0.0426
Waterfall - Live,Bini,speechiness,0.0402
Bringing Back the Ark - Live,Bini,speechiness,0.0509
Living Proof - Live,Bini,speechiness,0.0397
Rabbit Hole,Bini,speechiness,0.0635
One Life,Bini,speechiness,0.0636
All Creation - Live,Bini,speechiness,0.0398
How Great / It Is Happening - Live,Bini,speechiness,0.0831
Faith Sees - Live,Bini,speechiness,0.0433
Lagi,Bini,speechiness,
Here With You,Bini,speechiness,0.0911
I See Jesus,Bini,speechiness,0.0263
Feel Like Dancing,Bini,speechiness,0.0486
Song of My Heart - Live,Bini,speechiness,0.0443
All Because You're Here - Live,Bini,speechiness,0.034
I Delight - Live,Bini,speechiness,0.0338
Be Still and Know - Live,Bini,speechiness,0.0333
Joy Never-Ending - Live,Bini,speechiness,0.0384
Nevroze ari,Bini,speechiness,0.18
Theme From The House Of Glass,Bini,speechiness,0.0419
Yes (Obedience) - Live,Bini,speechiness,0.0323
Groove is in the Heart - Dee-Booty Mix,Bini,speechiness,0.087
Tell of Your Glory - Live,Bini,speechiness,0.0944
Gate of Heaven - Live,Bini,speechiness,0.0311
Be Still and Know - Reprise,Bini,speechiness,0.195
Unshakable Love,Bini,speechiness,0.0306
The Mighty Chorus,Bini,speechiness,0.0325
Ain't Nothing Going On,Bini,speechiness,0.0466
Family Affair,Bini,speechiness,0.046
Calma,Bini,speechiness,0.0297
Lagi,Bini,speechiness,0.0554
Blessed Be the Name - Live,Bini,speechiness,0.0527
Pushin P - Instrumental,Bini,speechiness,0.0449
7 Dite,Bini,speechiness,0.0433
Hide Away,Bini,speechiness,0.0306
Receive,Bini,speechiness,0.0327
Sitya Loss,Eddy Kenzo,speechiness,0.14
Tweyagale,Eddy Kenzo,speechiness,0.13
Mbilo Mbilo,Eddy Kenzo,speechiness,0.0391
Mariaroza,Eddy Kenzo,speechiness,0.0686
Weekend,Eddy Kenzo,speechiness,0.13
Balippila Boda,Eddy Kenzo,speechiness,0.0963
Semyekozo,Eddy Kenzo,speechiness,0.0442
Jambole,Eddy Kenzo,speechiness,0.0388
Selebu,Eddy Kenzo,speechiness,0.0455
Muleleetu,Eddy Kenzo,speechiness,0.107
Zigido,Eddy Kenzo,speechiness,0.0648
Blessed,Eddy Kenzo,speechiness,0.284
Sango,Eddy Kenzo,speechiness,0.0525
Mariarosa,Eddy Kenzo,speechiness,0.0564
Byansi,Eddy Kenzo,speechiness,0.0323
Stamina [Rmx],Eddy Kenzo,speechiness,0.077
Nsimbudde,Eddy Kenzo,speechiness,0.0477
Kadondo Style,Eddy Kenzo,speechiness,0.145
Enjoyment,Eddy Kenzo,speechiness,0.269
Signal,Eddy Kenzo,speechiness,0.0821
Soraye,Eddy Kenzo,speechiness,0.0896
Nkulungula,Eddy Kenzo,speechiness,0.0866
Nice and Lovely,Eddy Kenzo,speechiness,0.0349
Come Over,Eddy Kenzo,speechiness,0.0458
Mbilo Mbilo (Remix) [feat. Niniola],Eddy Kenzo,speechiness,0.0461
